Date,Open,High,Low,Close
05/30/2020,"9,235","9,614","8,679","9,439"
05/23/2020,"9,378","9,924","8,819","9,235"
05/16/2020,"9,666","9,936","8,222","9,385"
05/09/2020,"8,946","10,045","8,549","9,666"
05/02/2020,"7,600","9,448","7,535","8,946"
04/25/2020,"7,223","7,690","6,779","7,600"
04/18/2020,"6,814","7,279","6,628","7,223"
04/11/2020,"6,854","7,459","6,691","6,814"
04/04/2020,"6,263","7,219","5,867","6,854"
03/28/2020,"6,336","6,967","5,730","6,263"
03/21/2020,"5,354","6,891","4,461","6,343"
03/14/2020,"8,899","8,938","3,966","5,354"
03/07/2020,"8,641","9,210","8,439","8,900"
02/29/2020,"9,693","10,019","8,446","8,640"
02/22/2020,"9,921","10,287","9,392","9,693"
02/15/2020,"9,924","10,492","9,717","9,921"
02/08/2020,"9,371","9,934","9,094","9,924"
02/01/2020,"8,377","9,559","8,294","9,371"
01/25/2020,"8,910","9,176","8,230","8,376"
01/18/2020,"8,102","8,992","7,964","8,910"
01/11/2020,"7,349","8,454","7,327","8,106"
01/04/2020,"7,334","7,529","6,880","7,349"
12/28/2019,"7,145","7,696","7,087","7,334"
12/21/2019,"7,092","7,447","6,459","7,147"
12/14/2019,"7,510","7,665","7,022","7,092"
12/07/2019,"7,560","7,740","7,111","7,510"
11/30/2019,"7,295","7,854","6,559","7,559"
11/23/2019,"8,494","8,629","6,816","7,295"
11/16/2019,"8,805","9,127","8,407","8,494"
11/09/2019,"9,322","9,540","8,687","8,803"
11/02/2019,"9,132","9,928","8,976","9,322"
10/26/2019,"7,960","10,412","7,338","9,143"
10/19/2019,"8,352","8,470","7,849","7,952"
10/12/2019,"8,110","8,791","7,790","8,350"
10/05/2019,"8,182","8,528","7,741","8,109"
09/28/2019,"9,972","10,084","7,785","8,182"
09/21/2019,"10,425","10,445","9,710","9,972"
09/14/2019,"10,522","10,593","9,869","10,425"
09/07/2019,"9,505","10,933","9,480","10,522"
08/31/2019,"10,105","10,645","9,345","9,505"
08/24/2019,"10,080","10,957","9,779","10,105"
08/17/2019,"11,321","11,563","9,517","10,074"
08/10/2019,"10,888","12,307","10,590","11,321"
08/03/2019,"9,444","10,916","9,124","10,881"
07/27/2019,"10,933","11,082","9,330","9,449"
07/20/2019,"10,908","11,437","9,083","10,929"
07/13/2019,"11,472","13,181","10,856","10,908"
07/06/2019,"12,162","12,208","9,682","11,478"
06/29/2019,"10,642","13,814","10,333","12,162"
06/22/2019,"8,800","11,195","8,780","10,646"
06/15/2019,"7,875","8,889","7,515","8,800"
06/08/2019,"8,542","8,822","7,470","7,875"
06/01/2019,"8,655","9,090","8,047","8,539"
